id_evento,nombre_corredor,distancia_metros,tiempo_acumulado_segundos
144,Molly HUDDLE,1000,182.29
145,Susan KRUMINS,1000,182.01
146,Sifan HASSAN,1000,182.21
147,Almaz AYANA,1000,181.84
148,Hellen OBIRI,1000,182.3
149,Senbere TEFERI,1000,182.55
150,Letesenbet GIDEY,1000,182.04
151,Shannon ROWBURY,1100,200.21
152,Shelby HOULIHAN,1100,200.14
153,Letesenbet GIDEY,1100,200.16
154,Laura MUIR,1100,200.44
155,Eloise WELLINGS,1100,200.41
156,Karoline GROVDAL,1100,200.06
157,Hellen OBIRI,1100,200.48
158,Eilish MCCOLGAN,1100,200.13
159,Senbere TEFERI,1100,200.74
160,Sifan HASSAN,1100,200.4
161,Sheila KIPROTICH,1100,199.66
162,Susan KRUMINS,1100,200.26
163,Molly HUDDLE,1100,200.55
164,Almaz AYANA,1100,200.13
165,Margaret KIPKEMBOI,1100,200.18
166,Senbere TEFERI,1200,218.84
167,Letesenbet GIDEY,1200,218.27
168,Susan KRUMINS,1200,218.42
169,Almaz AYANA,1200,218.33
170,Laura MUIR,1200,218.65
171,Molly HUDDLE,1200,218.78
172,Hellen OBIRI,1200,218.72
173,Sheila KIPROTICH,1200,217.9
174,Shelby HOULIHAN,1200,218.38
175,Sifan HASSAN,1200,218.65
176,Karoline GROVDAL,1200,218.32
177,Shannon ROWBURY,1200,218.49
178,Eilish MCCOLGAN,1200,218.42
179,Eloise WELLINGS,1200,218.7
180,Margaret KIPKEMBOI,1200,218.47
181,Sheila KIPROTICH,1300,236.0
182,Senbere TEFERI,1300,236.95
183,Hellen OBIRI,1300,236.83
184,Karoline GROVDAL,1300,236.43
185,Sifan HASSAN,1300,236.78
186,Molly HUDDLE,1300,236.92
187,Margaret KIPKEMBOI,1300,236.61
188,Letesenbet GIDEY,1300,236.42
189,Shelby HOULIHAN,1300,236.55
190,Shannon ROWBURY,1300,236.68
191,Susan KRUMINS,1300,236.61
192,Eilish MCCOLGAN,1300,236.62
193,Eloise WELLINGS,1300,236.91
194,Laura MUIR,1300,236.87
195,Almaz AYANA,1300,236.59
196,Almaz AYANA,1400,254.7
197,Shannon ROWBURY,1400,254.81
198,Eilish MCCOLGAN,1400,254.79
199,Senbere TEFERI,1400,255.12
200,Molly HUDDLE,1400,255.12
201,Letesenbet GIDEY,1400,254.63
202,Laura MUIR,1400,255.1
203,Shelby HOULIHAN,1400,254.8
204,Eloise WELLINGS,1400,255.17
205,Hellen OBIRI,1400,255.09
206,Susan KRUMINS,1400,254.87
207,Karoline GROVDAL,1400,254.71
208,Sheila KIPROTICH,1400,254.29
209,Margaret KIPKEMBOI,1400,254.91
210,Sifan HASSAN,1400,255.08
211,Margaret KIPKEMBOI,1500,273.01
212,Molly HUDDLE,1500,273.22
213,Karoline GROVDAL,1500,272.83
214,Shelby HOULIHAN,1500,272.92
215,Eloise WELLINGS,1500,273.29
216,Laura MUIR,1500,273.23
217,Sifan HASSAN,1500,273.22
218,Letesenbet GIDEY,1500,272.8
219,Sheila KIPROTICH,1500,272.47
220,Senbere TEFERI,1500,273.33
221,Susan KRUMINS,1500,273.08
222,Shannon ROWBURY,1500,273.04
223,Eilish MCCOLGAN,1500,273.04
224,Hellen OBIRI,1500,273.35
225,Almaz AYANA,1500,272.98
226,Senbere TEFERI,1600,290.84
227,Hellen OBIRI,1600,290.87
228,Sifan HASSAN,1600,290.76
229,Margaret KIPKEMBOI,1600,290.55
230,Eilish MCCOLGAN,1600,290.59
231,Molly HUDDLE,1600,290.77
232,Letesenbet GIDEY,1600,290.36
233,Almaz AYANA,1600,290.59
234,Susan KRUMINS,1600,290.69
235,Sheila KIPROTICH,1600,290.13
236,Shannon ROWBURY,1600,290.71
237,Laura MUIR,1600,290.91
238,Shelby HOULIHAN,1600,290.6
239,Eloise WELLINGS,1600,291.83
240,Karoline GROVDAL,1600,291.43
241,Sheila KIPROTICH,1700,307.64
242,Shelby HOULIHAN,1700,308.12
243,Molly HUDDLE,1700,308.29
244,Senbere TEFERI,1700,308.38
245,Laura MUIR,1700,308.47
246,Almaz AYANA,1700,308.18
247,Hellen OBIRI,1700,308.47
248,Shannon ROWBURY,1700,308.31
249,Margaret KIPKEMBOI,1700,308.16
250,Susan KRUMINS,1700,308.31
251,Sifan HASSAN,1700,308.39
252,Letesenbet GIDEY,1700,308.03
253,Eilish MCCOLGAN,1700,308.28
254,Karoline GROVDAL,1700,309.98
255,Eloise WELLINGS,1700,310.46
256,Eilish MCCOLGAN,1800,325.78
257,Shannon ROWBURY,1800,325.83
258,Sheila KIPROTICH,1800,325.19
259,Susan KRUMINS,1800,325.87
260,Margaret KIPKEMBOI,1800,325.73
261,Molly HUDDLE,1800,325.86
262,Letesenbet GIDEY,1800,325.6
263,Hellen OBIRI,1800,326.05
264,Senbere TEFERI,1800,325.96
265,Sifan HASSAN,1800,325.97
266,Shelby HOULIHAN,1800,325.71
267,Laura MUIR,1800,326.11
268,Almaz AYANA,1800,325.86
269,Eloise WELLINGS,1800,329.04
270,Karoline GROVDAL,1800,328.66
271,Sheila KIPROTICH,1900,342.7
272,Margaret KIPKEMBOI,1900,343.25
273,Eilish MCCOLGAN,1900,343.33
274,Hellen OBIRI,1900,343.6
275,Almaz AYANA,1900,343.42
276,Letesenbet GIDEY,1900,343.16
277,Shannon ROWBURY,1900,343.4
278,Shelby HOULIHAN,1900,343.28
279,Laura MUIR,1900,343.7
280,Sifan HASSAN,1900,343.58
281,Susan KRUMINS,1900,343.52
282,Senbere TEFERI,1900,343.62
283,Molly HUDDLE,1900,343.53
284,Karoline GROVDAL,1900,347.31
285,Eloise WELLINGS,1900,347.7
286,Shelby HOULIHAN,2000,360.8
287,Hellen OBIRI,2000,361.15
288,Almaz AYANA,2000,360.97
289,Senbere TEFERI,2000,361.17
290,Shannon ROWBURY,2000,360.97
291,Molly HUDDLE,2000,361.12
292,Eilish MCCOLGAN,2000,360.93
293,Sifan HASSAN,2000,361.2
294,Margaret KIPKEMBOI,2000,360.88
295,Sheila KIPROTICH,2000,360.33
296,Susan KRUMINS,2000,361.17
297,Letesenbet GIDEY,2000,360.84
298,Laura MUIR,2000,361.38
299,Karoline GROVDAL,2000,365.82
300,Eloise WELLINGS,2000,366.28
301,Hellen OBIRI,2100,378.21
302,Almaz AYANA,2100,378.15
303,Susan KRUMINS,2100,378.67
304,Eilish MCCOLGAN,2100,378.44
305,Margaret KIPKEMBOI,2100,378.41
306,Shannon ROWBURY,2100,378.53
307,Letesenbet GIDEY,2100,378.4
308,Molly HUDDLE,2100,378.75
309,Shelby HOULIHAN,2100,378.45
310,Senbere TEFERI,2100,378.83
311,Laura MUIR,2100,379.04
312,Sifan HASSAN,2100,378.87
313,Sheila KIPROTICH,2100,378.02
314,Eloise WELLINGS,2100,384.89
315,Karoline GROVDAL,2100,384.52
316,Almaz AYANA,2200,395.21
317,Hellen OBIRI,2200,395.36
318,Senbere TEFERI,2200,396.38
319,Molly HUDDLE,2200,396.34
320,Eilish MCCOLGAN,2200,396.04
321,Shelby HOULIHAN,2200,396.06
322,Laura MUIR,2200,396.66
323,Shannon ROWBURY,2200,396.17
324,Sheila KIPROTICH,2200,395.67
325,Margaret KIPKEMBOI,2200,396.07
326,Sifan HASSAN,2200,396.55
327,Letesenbet GIDEY,2200,396.09
328,Susan KRUMINS,2200,396.36
329,Karoline GROVDAL,2200,403.08
330,Eloise WELLINGS,2200,403.56
331,Almaz AYANA,2300,412.27
332,Hellen OBIRI,2300,412.6
333,Sheila KIPROTICH,2300,413.17
334,Margaret KIPKEMBOI,2300,413.58
335,Senbere TEFERI,2300,413.89
336,Shannon ROWBURY,2300,413.72
337,Susan KRUMINS,2300,413.92
338,Shelby HOULIHAN,2300,413.66
339,Molly HUDDLE,2300,413.98
340,Sifan HASSAN,2300,414.2
341,Letesenbet GIDEY,2300,413.74
342,Laura MUIR,2300,414.33
343,Eilish MCCOLGAN,2300,413.74
344,Eloise WELLINGS,2300,422.08
345,Karoline GROVDAL,2300,421.64
346,Almaz AYANA,2400,429.29
347,Hellen OBIRI,2400,429.68
348,Shannon ROWBURY,2400,431.26
349,Shelby HOULIHAN,2400,431.2
350,Sifan HASSAN,2400,431.78
351,Eilish MCCOLGAN,2400,431.35
352,Senbere TEFERI,2400,431.51
353,Letesenbet GIDEY,2400,431.39
354,Molly HUDDLE,2400,431.64
355,Laura MUIR,2400,431.99
356,Sheila KIPROTICH,2400,430.84
357,Margaret KIPKEMBOI,2400,431.25
358,Susan KRUMINS,2400,431.6
359,Karoline GROVDAL,2400,440.14
360,Eloise WELLINGS,2400,440.76
361,Almaz AYANA,2500,446.3
362,Hellen OBIRI,2500,446.88
363,Sheila KIPROTICH,2500,448.37
364,Sifan HASSAN,2500,449.31
365,Letesenbet GIDEY,2500,448.93
366,Laura MUIR,2500,449.56
367,Eilish MCCOLGAN,2500,448.98
368,Senbere TEFERI,2500,449.15
369,Molly HUDDLE,2500,449.32
370,Shelby HOULIHAN,2500,448.88
371,Margaret KIPKEMBOI,2500,448.94
372,Shannon ROWBURY,2500,448.95
373,Susan KRUMINS,2500,449.3
374,Karoline GROVDAL,2500,458.64
375,Eloise WELLINGS,2500,459.43
376,Hellen OBIRI,2600,463.95
377,Almaz AYANA,2600,463.4
378,Laura MUIR,2600,467.01
379,Margaret KIPKEMBOI,2600,466.48
380,Senbere TEFERI,2600,466.71
381,Letesenbet GIDEY,2600,466.5
382,Molly HUDDLE,2600,466.9
383,Susan KRUMINS,2600,466.9
384,Eilish MCCOLGAN,2600,466.59
385,Shelby HOULIHAN,2600,466.52
386,Sheila KIPROTICH,2600,466.03
387,Shannon ROWBURY,2600,466.64
388,Sifan HASSAN,2600,467.0
389,Eloise WELLINGS,2600,477.94
390,Karoline GROVDAL,2600,477.22
391,Almaz AYANA,2700,480.45
392,Hellen OBIRI,2700,481.11
393,Senbere TEFERI,2700,484.15
394,Shelby HOULIHAN,2700,484.04
395,Eilish MCCOLGAN,2700,484.12
396,Laura MUIR,2700,484.54
397,Susan KRUMINS,2700,484.43
398,Letesenbet GIDEY,2700,484.04
399,Shannon ROWBURY,2700,484.2
400,Sheila KIPROTICH,2700,483.64
401,Margaret KIPKEMBOI,2700,484.12
402,Sifan HASSAN,2700,484.65
403,Molly HUDDLE,2700,484.56
404,Karoline GROVDAL,2700,495.72
405,Eloise WELLINGS,2700,496.46
406,Almaz AYANA,2800,497.46
407,Hellen OBIRI,2800,498.34
408,Senbere TEFERI,2800,501.58
409,Laura MUIR,2800,502.0
410,Molly HUDDLE,2800,502.07
411,Sifan HASSAN,2800,502.16
412,Shelby HOULIHAN,2800,501.58
413,Letesenbet GIDEY,2800,501.61
414,Shannon ROWBURY,2800,501.77
415,Sheila KIPROTICH,2800,501.23
416,Susan KRUMINS,2800,502.03
417,Eilish MCCOLGAN,2800,501.73
418,Margaret KIPKEMBOI,2800,501.82
419,Eloise WELLINGS,2800,514.97
420,Karoline GROVDAL,2800,514.26
421,Hellen OBIRI,2900,515.47
422,Almaz AYANA,2900,514.65
423,Shannon ROWBURY,2900,519.29
424,Laura MUIR,2900,519.53
425,Sifan HASSAN,2900,519.71
426,Margaret KIPKEMBOI,2900,519.4
427,Senbere TEFERI,2900,519.16
428,Letesenbet GIDEY,2900,519.19
429,Molly HUDDLE,2900,519.68
430,Shelby HOULIHAN,2900,519.2
431,Eilish MCCOLGAN,2900,519.38
432,Susan KRUMINS,2900,519.68
433,Sheila KIPROTICH,2900,518.9
434,Eloise WELLINGS,2900,533.54
435,Karoline GROVDAL,2900,532.94
436,Almaz AYANA,3000,531.69
437,Hellen OBIRI,3000,532.7
438,Senbere TEFERI,3000,536.6
439,Letesenbet GIDEY,3000,536.67
440,Molly HUDDLE,3000,537.18
441,Margaret KIPKEMBOI,3000,536.92
442,Sheila KIPROTICH,3000,536.46
443,Shannon ROWBURY,3000,536.86
444,Shelby HOULIHAN,3000,536.78
445,Sifan HASSAN,3000,537.3
446,Laura MUIR,3000,537.13
447,Susan KRUMINS,3000,537.33
448,Eilish MCCOLGAN,3000,537.05
449,Eloise WELLINGS,3000,552.11
450,Karoline GROVDAL,3000,551.53
451,Almaz AYANA,3100,548.73
452,Hellen OBIRI,3100,549.85
453,Laura MUIR,3100,554.54
454,Senbere TEFERI,3100,554.04
455,Sheila KIPROTICH,3100,553.98
456,Letesenbet GIDEY,3100,554.2
457,Molly HUDDLE,3100,554.74
458,Shelby HOULIHAN,3100,554.35
459,Eilish MCCOLGAN,3100,554.67
460,Shannon ROWBURY,3100,554.51
461,Margaret KIPKEMBOI,3100,554.58
462,Susan KRUMINS,3100,555.01
463,Sifan HASSAN,3100,555.15
464,Eloise WELLINGS,3100,570.64
465,Karoline GROVDAL,3100,570.15
466,Almaz AYANA,3200,565.86
467,Hellen OBIRI,3200,567.02
468,Senbere TEFERI,3200,571.47
469,Susan KRUMINS,3200,572.53
470,Laura MUIR,3200,572.08
471,Margaret KIPKEMBOI,3200,572.13
472,Letesenbet GIDEY,3200,571.77
473,Shelby HOULIHAN,3200,571.92
474,Sheila KIPROTICH,3200,571.58
475,Eilish MCCOLGAN,3200,572.28
476,Shannon ROWBURY,3200,572.13
477,Molly HUDDLE,3200,572.38
478,Sifan HASSAN,3200,572.95
479,Karoline GROVDAL,3200,588.68
480,Eloise WELLINGS,3200,589.3
481,Almaz AYANA,3300,582.9
482,Hellen OBIRI,3300,584.15
483,Senbere TEFERI,3300,588.9
484,Letesenbet GIDEY,3300,589.2
485,Shelby HOULIHAN,3300,589.43
486,Laura MUIR,3300,589.62
487,Susan KRUMINS,3300,590.08
488,Eilish MCCOLGAN,3300,589.87
489,Margaret KIPKEMBOI,3300,589.72
490,Sheila KIPROTICH,3300,589.2
491,Molly HUDDLE,3300,590.02
492,Shannon ROWBURY,3300,589.8
493,Sifan HASSAN,3300,590.83
494,Eloise WELLINGS,3300,607.82
495,Karoline GROVDAL,3300,607.24
496,Hellen OBIRI,3400,601.26
497,Almaz AYANA,3400,600.03
498,Letesenbet GIDEY,3400,606.63
499,Laura MUIR,3400,607.11
500,Senbere TEFERI,3400,606.41
501,Margaret KIPKEMBOI,3400,607.25
502,Molly HUDDLE,3400,607.56
503,Susan KRUMINS,3400,607.62
504,Eilish MCCOLGAN,3400,607.49
505,Shelby HOULIHAN,3400,607.09
506,Shannon ROWBURY,3400,607.48
507,Sheila KIPROTICH,3400,606.89
508,Sifan HASSAN,3400,608.71
509,Eloise WELLINGS,3400,626.42
510,Karoline GROVDAL,3400,625.84
511,Almaz AYANA,3500,617.12
512,Hellen OBIRI,3500,618.4
513,Senbere TEFERI,3500,623.89
514,Letesenbet GIDEY,3500,624.16
515,Molly HUDDLE,3500,625.09
516,Laura MUIR,3500,624.68
517,Susan KRUMINS,3500,625.23
518,Eilish MCCOLGAN,3500,625.11
519,Shelby HOULIHAN,3500,624.74
520,Shannon ROWBURY,3500,625.17
521,Margaret KIPKEMBOI,3500,624.95
522,Sheila KIPROTICH,3500,624.59
523,Sifan HASSAN,3500,626.67
524,Eloise WELLINGS,3500,645.01
525,Karoline GROVDAL,3500,644.49
526,Almaz AYANA,3600,634.28
527,Hellen OBIRI,3600,635.58
528,Laura MUIR,3600,642.17
529,Letesenbet GIDEY,3600,641.66
530,Sheila KIPROTICH,3600,642.11
531,Senbere TEFERI,3600,641.46
532,Shannon ROWBURY,3600,642.76
533,Margaret KIPKEMBOI,3600,642.59
534,Shelby HOULIHAN,3600,642.38
535,Molly HUDDLE,3600,642.74
536,Eilish MCCOLGAN,3600,642.8
537,Susan KRUMINS,3600,642.92
538,Sifan HASSAN,3600,644.61
539,Eloise WELLINGS,3600,664.4
540,Karoline GROVDAL,3600,663.88
541,Almaz AYANA,3700,651.42
542,Hellen OBIRI,3700,652.75
543,Senbere TEFERI,3700,658.88
544,Laura MUIR,3700,659.63
545,Letesenbet GIDEY,3700,659.13
546,Molly HUDDLE,3700,660.25
547,Shelby HOULIHAN,3700,659.89
548,Sheila KIPROTICH,3700,659.64
549,Margaret KIPKEMBOI,3700,660.15
550,Eilish MCCOLGAN,3700,660.41
551,Susan KRUMINS,3700,660.54
552,Shannon ROWBURY,3700,660.45
553,Sifan HASSAN,3700,662.43
554,Karoline GROVDAL,3700,683.25
555,Eloise WELLINGS,3700,683.85
556,Almaz AYANA,3800,668.57
557,Hellen OBIRI,3800,669.99
558,Laura MUIR,3800,677.04
559,Letesenbet GIDEY,3800,676.54
560,Molly HUDDLE,3800,677.76
561,Shannon ROWBURY,3800,677.98
562,Shelby HOULIHAN,3800,677.43
563,Sheila KIPROTICH,3800,677.21
564,Senbere TEFERI,3800,676.47
565,Eilish MCCOLGAN,3800,678.06
566,Margaret KIPKEMBOI,3800,677.8
567,Susan KRUMINS,3800,678.2
568,Sifan HASSAN,3800,680.34
569,Eloise WELLINGS,3800,703.23
570,Karoline GROVDAL,3800,702.66
571,Almaz AYANA,3900,685.59
572,Hellen OBIRI,3900,687.12
573,Senbere TEFERI,3900,693.94
574,Letesenbet GIDEY,3900,694.04
575,Sheila KIPROTICH,3900,694.74
576,Laura MUIR,3900,694.59
577,Margaret KIPKEMBOI,3900,695.4
578,Shannon ROWBURY,3900,695.59
579,Eilish MCCOLGAN,3900,695.7
580,Susan KRUMINS,3900,695.85
581,Molly HUDDLE,3900,695.42
582,Shelby HOULIHAN,3900,695.11
583,Sifan HASSAN,3900,698.29
584,Karoline GROVDAL,3900,722.03
585,Eloise WELLINGS,3900,722.65
586,Almaz AYANA,4000,702.65
587,Hellen OBIRI,4000,704.35
588,Senbere TEFERI,4000,711.35
589,Letesenbet GIDEY,4000,711.56
590,Sheila KIPROTICH,4000,712.27
591,Shelby HOULIHAN,4000,712.64
592,Molly HUDDLE,4000,712.95
593,Susan KRUMINS,4000,713.41
594,Laura MUIR,4000,712.18
595,Shannon ROWBURY,4000,713.18
596,Eilish MCCOLGAN,4000,713.31
597,Margaret KIPKEMBOI,4000,713.09
598,Sifan HASSAN,4000,716.12
599,Karoline GROVDAL,4000,741.36
600,Eloise WELLINGS,4000,742.04
601,Almaz AYANA,4100,718.68
602,Hellen OBIRI,4100,720.47
603,Senbere TEFERI,4100,727.76
604,Sifan HASSAN,4100,732.58
605,Susan KRUMINS,4100,729.87
606,Eilish MCCOLGAN,4100,729.79
607,Letesenbet GIDEY,4100,728.04
608,Shannon ROWBURY,4100,729.66
609,Laura MUIR,4100,728.67
610,Shelby HOULIHAN,4100,729.16
611,Sheila KIPROTICH,4100,728.8
612,Margaret KIPKEMBOI,4100,729.63
613,Molly HUDDLE,4100,729.55
614,Eloise WELLINGS,4100,760.3
615,Karoline GROVDAL,4100,759.71
616,Almaz AYANA,4200,734.67
617,Hellen OBIRI,4200,736.61
618,Sheila KIPROTICH,4200,745.2
619,Sifan HASSAN,4200,748.99
620,Letesenbet GIDEY,4200,744.46
621,Margaret KIPKEMBOI,4200,746.06
622,Susan KRUMINS,4200,746.35
623,Shelby HOULIHAN,4200,745.68
624,Senbere TEFERI,4200,744.29
625,Laura MUIR,4200,745.21
626,Shannon ROWBURY,4200,746.21
627,Eilish MCCOLGAN,4200,746.36
628,Molly HUDDLE,4200,746.12
629,Karoline GROVDAL,4200,777.97
630,Eloise WELLINGS,4200,778.64
631,Sifan HASSAN,4300,764.66
632,Hellen OBIRI,4300,752.58
633,Almaz AYANA,4300,750.71
634,Molly HUDDLE,4300,762.52
635,Shelby HOULIHAN,4300,762.08
636,Shannon ROWBURY,4300,762.63
637,Eilish MCCOLGAN,4300,762.8
638,Senbere TEFERI,4300,760.74
639,Susan KRUMINS,4300,762.84
640,Laura MUIR,4300,761.71
641,Sheila KIPROTICH,4300,761.71
642,Letesenbet GIDEY,4300,760.99
643,Margaret KIPKEMBOI,4300,762.63
644,Karoline GROVDAL,4300,796.22
645,Eloise WELLINGS,4300,796.96
646,Sifan HASSAN,4400,780.32
647,Almaz AYANA,4400,766.79
648,Hellen OBIRI,4400,768.72
649,Laura MUIR,4400,778.13
650,Margaret KIPKEMBOI,4400,779.06
651,Eilish MCCOLGAN,4400,779.25
652,Molly HUDDLE,4400,779.0
653,Susan KRUMINS,4400,779.32
654,Senbere TEFERI,4400,777.3
655,Shelby HOULIHAN,4400,778.64
656,Sheila KIPROTICH,4400,778.28
657,Letesenbet GIDEY,4400,777.57
658,Shannon ROWBURY,4400,779.21
659,Karoline GROVDAL,4400,814.46
660,Eloise WELLINGS,4400,815.32
661,Sifan HASSAN,4500,796.02
662,Almaz AYANA,4500,782.85
663,Hellen OBIRI,4500,784.82
664,Shannon ROWBURY,4500,795.69
665,Shelby HOULIHAN,4500,795.12
666,Senbere TEFERI,4500,793.79
667,Laura MUIR,4500,794.64
668,Susan KRUMINS,4500,795.83
669,Sheila KIPROTICH,4500,794.81
670,Eilish MCCOLGAN,4500,795.81
671,Letesenbet GIDEY,4500,794.14
672,Margaret KIPKEMBOI,4500,795.63
673,Molly HUDDLE,4500,795.57
674,Karoline GROVDAL,4500,832.78
675,Eloise WELLINGS,4500,833.65
676,Sifan HASSAN,4600,811.73
677,Hellen OBIRI,4600,800.82
678,Almaz AYANA,4600,798.88
679,Shannon ROWBURY,4600,812.09
680,Shelby HOULIHAN,4600,811.53
681,Eilish MCCOLGAN,4600,812.27
682,Sheila KIPROTICH,4600,811.29
683,Margaret KIPKEMBOI,4600,812.13
684,Senbere TEFERI,4600,810.31
685,Susan KRUMINS,4600,812.35
686,Letesenbet GIDEY,4600,810.68
687,Molly HUDDLE,4600,812.12
688,Laura MUIR,4600,811.21
689,Karoline GROVDAL,4600,851.1
690,Eloise WELLINGS,4600,851.98
691,Hellen OBIRI,4700,815.93
692,Sifan HASSAN,4700,827.37
693,Senbere TEFERI,4700,826.74
694,Shannon ROWBURY,4700,828.57
695,Sheila KIPROTICH,4700,827.77
696,Letesenbet GIDEY,4700,827.17
697,Susan KRUMINS,4700,828.87
698,Laura MUIR,4700,827.77
699,Molly HUDDLE,4700,828.68
700,Eilish MCCOLGAN,4700,828.83
701,Shelby HOULIHAN,4700,828.09
702,Margaret KIPKEMBOI,4700,828.72
703,Almaz AYANA,4700,815.92
704,Eloise WELLINGS,4700,870.32
705,Karoline GROVDAL,4700,869.46
706,Hellen OBIRI,4800,831.04
707,Sifan HASSAN,4800,843.01
708,Senbere TEFERI,4800,843.14
