id_evento,nombre_corredor,distancia_metros,tiempo_acumulado_segundos
236,Shelby HOULIHAN,1500,287.5
237,Josette ANDREWS,1500,288.0
238,Maureen KOSTER,1500,288.5
239,Agnes NGETICH,1500,289.0
240,Joy CHEPTOYEK,1500,289.5
241,Marta GARCÍA,1600,284.0
242,Faith KIPYEGON,1600,284.4
243,Beatrice CHEBET,1600,284.8
244,Gudaf TSEGAY,1600,285.2
245,Sifan HASSAN,1600,285.6
246,Nadia BATTOCLETTI,1600,301.5
247,Margaret KIPKEMBOI,1600,302.0
248,Ejgayehu TAYE,1600,302.5
249,Medina EISA,1600,303.0
250,Karoline GROVDAL,1600,303.5
251,Rose DAVIES,1600,304.0
252,Shelby HOULIHAN,1600,304.5
253,Josette ANDREWS,1600,305.0
254,Maureen KOSTER,1600,305.5
255,Agnes NGETICH,1600,306.0
256,Joy CHEPTOYEK,1600,306.5
257,Marta GARCÍA,1700,301.0
258,Faith KIPYEGON,1700,301.4
259,Beatrice CHEBET,1700,301.8
260,Gudaf TSEGAY,1700,302.2
261,Sifan HASSAN,1700,302.6
262,Nadia BATTOCLETTI,1700,318.5
263,Margaret KIPKEMBOI,1700,319.0
264,Ejgayehu TAYE,1700,319.5
265,Medina EISA,1700,320.0
266,Karoline GROVDAL,1700,320.5
267,Rose DAVIES,1700,321.0
268,Shelby HOULIHAN,1700,321.5
269,Josette ANDREWS,1700,322.0
270,Maureen KOSTER,1700,322.5
271,Agnes NGETICH,1700,323.0
272,Joy CHEPTOYEK,1700,323.5
273,Marta GARCÍA,1800,318.0
274,Faith KIPYEGON,1800,318.4
275,Beatrice CHEBET,1800,318.8
276,Gudaf TSEGAY,1800,319.2
277,Sifan HASSAN,1800,319.6
278,Nadia BATTOCLETTI,1800,335.5
279,Margaret KIPKEMBOI,1800,336.0
280,Ejgayehu TAYE,1800,336.5
281,Medina EISA,1800,337.0
282,Karoline GROVDAL,1800,337.5
283,Rose DAVIES,1800,338.0
284,Shelby HOULIHAN,1800,338.5
285,Josette ANDREWS,1800,339.0
286,Maureen KOSTER,1800,339.5
287,Agnes NGETICH,1800,340.0
288,Joy CHEPTOYEK,1800,340.5
289,Marta GARCÍA,1900,335.0
290,Faith KIPYEGON,1900,335.4
291,Beatrice CHEBET,1900,335.8
292,Gudaf TSEGAY,1900,336.2
293,Sifan HASSAN,1900,336.6
294,Nadia BATTOCLETTI,1900,352.5
295,Margaret KIPKEMBOI,1900,353.0
296,Ejgayehu TAYE,1900,353.5
297,Medina EISA,1900,354.0
298,Karoline GROVDAL,1900,354.5
299,Rose DAVIES,1900,355.0
300,Shelby HOULIHAN,1900,355.5
301,Josette ANDREWS,1900,356.0
302,Maureen KOSTER,1900,356.5
303,Agnes NGETICH,1900,357.0
304,Joy CHEPTOYEK,1900,357.5
305,Marta GARCÍA,2000,352.0
306,Faith KIPYEGON,2000,352.4
307,Beatrice CHEBET,2000,352.8
308,Gudaf TSEGAY,2000,353.2
309,Sifan HASSAN,2000,353.6
310,Nadia BATTOCLETTI,2000,369.5
311,Margaret KIPKEMBOI,2000,370.0
312,Ejgayehu TAYE,2000,370.5
313,Medina EISA,2000,371.0
314,Karoline GROVDAL,2000,371.5
315,Rose DAVIES,2000,372.0
316,Shelby HOULIHAN,2000,372.5
317,Josette ANDREWS,2000,373.0
318,Maureen KOSTER,2000,373.5
319,Agnes NGETICH,2000,374.0
320,Joy CHEPTOYEK,2000,374.5
321,Marta GARCÍA,2100,369.0
322,Faith KIPYEGON,2100,369.4
323,Beatrice CHEBET,2100,369.8
324,Gudaf TSEGAY,2100,370.2
325,Sifan HASSAN,2100,370.6
326,Nadia BATTOCLETTI,2100,386.5
327,Margaret KIPKEMBOI,2100,387.0
328,Ejgayehu TAYE,2100,387.5
329,Medina EISA,2100,388.0
330,Karoline GROVDAL,2100,388.5
331,Rose DAVIES,2100,389.0
332,Shelby HOULIHAN,2100,389.5
333,Josette ANDREWS,2100,390.0
334,Maureen KOSTER,2100,390.5
335,Agnes NGETICH,2100,391.0
336,Joy CHEPTOYEK,2100,391.5
337,Marta GARCÍA,2200,386.0
338,Faith KIPYEGON,2200,386.4
339,Beatrice CHEBET,2200,386.8
340,Gudaf TSEGAY,2200,387.2
341,Sifan HASSAN,2200,387.6
342,Nadia BATTOCLETTI,2200,403.5
343,Margaret KIPKEMBOI,2200,404.0
344,Ejgayehu TAYE,2200,404.5
345,Medina EISA,2200,405.0
346,Karoline GROVDAL,2200,405.5
347,Rose DAVIES,2200,406.0
348,Shelby HOULIHAN,2200,406.5
349,Josette ANDREWS,2200,407.0
350,Maureen KOSTER,2200,407.5
351,Agnes NGETICH,2200,408.0
352,Joy CHEPTOYEK,2200,408.5
353,Marta GARCÍA,2300,403.0
354,Faith KIPYEGON,2300,403.4
355,Beatrice CHEBET,2300,403.8
356,Gudaf TSEGAY,2300,404.2
357,Sifan HASSAN,2300,404.6
358,Nadia BATTOCLETTI,2300,420.5
359,Margaret KIPKEMBOI,2300,421.0
360,Ejgayehu TAYE,2300,421.5
361,Medina EISA,2300,422.0
362,Karoline GROVDAL,2300,422.5
363,Rose DAVIES,2300,423.0
364,Shelby HOULIHAN,2300,423.5
365,Josette ANDREWS,2300,424.0
366,Maureen KOSTER,2300,424.5
367,Agnes NGETICH,2300,425.0
368,Joy CHEPTOYEK,2300,425.5
369,Marta GARCÍA,2400,420.0
370,Faith KIPYEGON,2400,420.4
371,Beatrice CHEBET,2400,420.8
372,Gudaf TSEGAY,2400,421.2
373,Sifan HASSAN,2400,421.6
374,Nadia BATTOCLETTI,2400,437.5
375,Margaret KIPKEMBOI,2400,438.0
376,Ejgayehu TAYE,2400,438.5
377,Medina EISA,2400,439.0
378,Karoline GROVDAL,2400,439.5
379,Rose DAVIES,2400,440.0
380,Shelby HOULIHAN,2400,440.5
381,Josette ANDREWS,2400,441.0
382,Maureen KOSTER,2400,441.5
383,Agnes NGETICH,2400,442.0
384,Joy CHEPTOYEK,2400,442.5
385,Marta GARCÍA,2500,446.5
386,Faith KIPYEGON,2500,438.5
387,Beatrice CHEBET,2500,438.9
388,Gudaf TSEGAY,2500,439.3
389,Sifan HASSAN,2500,439.7
390,Nadia BATTOCLETTI,2500,461.0
391,Margaret KIPKEMBOI,2500,461.5
392,Ejgayehu TAYE,2500,462.0
393,Medina EISA,2500,462.5
394,Karoline GROVDAL,2500,463.0
395,Rose DAVIES,2500,463.5
396,Shelby HOULIHAN,2500,464.0
397,Josette ANDREWS,2500,464.5
398,Maureen KOSTER,2500,465.0
399,Agnes NGETICH,2500,465.5
400,Joy CHEPTOYEK,2500,466.0
401,Marta GARCÍA,2600,465.0
402,Faith KIPYEGON,2600,457.0
403,Beatrice CHEBET,2600,457.4
404,Gudaf TSEGAY,2600,457.8
405,Sifan HASSAN,2600,458.2
406,Nadia BATTOCLETTI,2600,479.5
407,Margaret KIPKEMBOI,2600,480.0
408,Ejgayehu TAYE,2600,480.5
409,Medina EISA,2600,481.0
410,Karoline GROVDAL,2600,481.5
411,Rose DAVIES,2600,482.0
412,Shelby HOULIHAN,2600,482.5
413,Josette ANDREWS,2600,483.0
414,Maureen KOSTER,2600,483.5
415,Agnes NGETICH,2600,484.0
416,Joy CHEPTOYEK,2600,484.5
417,Marta GARCÍA,2700,483.5
418,Faith KIPYEGON,2700,475.5
419,Beatrice CHEBET,2700,475.9
420,Gudaf TSEGAY,2700,476.3
421,Sifan HASSAN,2700,476.7
422,Nadia BATTOCLETTI,2700,498.0
423,Margaret KIPKEMBOI,2700,498.5
424,Ejgayehu TAYE,2700,499.0
425,Medina EISA,2700,499.5
426,Karoline GROVDAL,2700,500.0
427,Rose DAVIES,2700,500.5
428,Shelby HOULIHAN,2700,501.0
429,Josette ANDREWS,2700,501.5
430,Maureen KOSTER,2700,502.0
431,Agnes NGETICH,2700,502.5
432,Joy CHEPTOYEK,2700,503.0
433,Marta GARCÍA,2800,502.0
434,Faith KIPYEGON,2800,494.0
435,Beatrice CHEBET,2800,494.4
436,Gudaf TSEGAY,2800,494.8
437,Sifan HASSAN,2800,495.2
438,Nadia BATTOCLETTI,2800,516.5
439,Margaret KIPKEMBOI,2800,517.0
440,Ejgayehu TAYE,2800,517.5
441,Medina EISA,2800,518.0
442,Karoline GROVDAL,2800,518.5
443,Rose DAVIES,2800,519.0
444,Shelby HOULIHAN,2800,519.5
445,Josette ANDREWS,2800,520.0
446,Maureen KOSTER,2800,520.5
447,Agnes NGETICH,2800,521.0
448,Joy CHEPTOYEK,2800,521.5
449,Marta GARCÍA,2900,520.5
450,Faith KIPYEGON,2900,512.5
451,Beatrice CHEBET,2900,512.9
452,Gudaf TSEGAY,2900,513.3
453,Sifan HASSAN,2900,513.7
454,Nadia BATTOCLETTI,2900,535.0
455,Margaret KIPKEMBOI,2900,535.5
456,Ejgayehu TAYE,2900,536.0
457,Medina EISA,2900,536.5
458,Karoline GROVDAL,2900,537.0
459,Rose DAVIES,2900,537.5
460,Shelby HOULIHAN,2900,538.0
461,Josette ANDREWS,2900,538.5
462,Maureen KOSTER,2900,539.0
463,Agnes NGETICH,2900,539.5
464,Joy CHEPTOYEK,2900,540.0
465,Marta GARCÍA,3000,539.0
466,Faith KIPYEGON,3000,531.0
467,Beatrice CHEBET,3000,531.4
468,Gudaf TSEGAY,3000,531.8
469,Sifan HASSAN,3000,532.2
470,Nadia BATTOCLETTI,3000,553.5
471,Margaret KIPKEMBOI,3000,554.0
472,Ejgayehu TAYE,3000,554.5
473,Medina EISA,3000,555.0
474,Karoline GROVDAL,3000,555.5
475,Rose DAVIES,3000,556.0
476,Shelby HOULIHAN,3000,556.5
477,Josette ANDREWS,3000,557.0
478,Maureen KOSTER,3000,557.5
479,Agnes NGETICH,3000,558.0
480,Joy CHEPTOYEK,3000,558.5
481,Marta GARCÍA,3100,557.5
482,Faith KIPYEGON,3100,549.5
483,Beatrice CHEBET,3100,549.9
484,Gudaf TSEGAY,3100,550.3
485,Sifan HASSAN,3100,550.7
486,Nadia BATTOCLETTI,3100,572.0
487,Margaret KIPKEMBOI,3100,572.5
488,Ejgayehu TAYE,3100,573.0
489,Medina EISA,3100,573.5
490,Karoline GROVDAL,3100,574.0
491,Rose DAVIES,3100,574.5
492,Shelby HOULIHAN,3100,575.0
493,Josette ANDREWS,3100,575.5
494,Maureen KOSTER,3100,576.0
495,Agnes NGETICH,3100,576.5
496,Joy CHEPTOYEK,3100,577.0
497,Marta GARCÍA,3200,576.0
498,Faith KIPYEGON,3200,568.0
499,Beatrice CHEBET,3200,568.4
500,Gudaf TSEGAY,3200,568.8
501,Sifan HASSAN,3200,569.2
502,Nadia BATTOCLETTI,3200,590.5
503,Margaret KIPKEMBOI,3200,591.0
504,Ejgayehu TAYE,3200,591.5
505,Medina EISA,3200,592.0
506,Karoline GROVDAL,3200,592.5
507,Rose DAVIES,3200,593.0
508,Shelby HOULIHAN,3200,593.5
509,Josette ANDREWS,3200,594.0
510,Maureen KOSTER,3200,594.5
511,Agnes NGETICH,3200,595.0
512,Joy CHEPTOYEK,3200,595.5
513,Marta GARCÍA,3300,594.5
514,Faith KIPYEGON,3300,586.5
515,Beatrice CHEBET,3300,586.9
516,Gudaf TSEGAY,3300,587.3
517,Sifan HASSAN,3300,587.7
518,Nadia BATTOCLETTI,3300,609.0
519,Margaret KIPKEMBOI,3300,609.5
520,Ejgayehu TAYE,3300,610.0
521,Medina EISA,3300,610.5
522,Karoline GROVDAL,3300,611.0
523,Rose DAVIES,3300,611.5
524,Shelby HOULIHAN,3300,612.0
525,Josette ANDREWS,3300,612.5
526,Maureen KOSTER,3300,613.0
527,Agnes NGETICH,3300,613.5
528,Joy CHEPTOYEK,3300,614.0
529,Marta GARCÍA,3400,613.0
530,Faith KIPYEGON,3400,605.0
531,Beatrice CHEBET,3400,605.4
532,Gudaf TSEGAY,3400,605.8
533,Sifan HASSAN,3400,606.2
534,Nadia BATTOCLETTI,3400,627.5
535,Margaret KIPKEMBOI,3400,628.0
536,Ejgayehu TAYE,3400,628.5
537,Medina EISA,3400,629.0
538,Karoline GROVDAL,3400,629.5
539,Rose DAVIES,3400,630.0
540,Shelby HOULIHAN,3400,630.5
541,Josette ANDREWS,3400,631.0
542,Maureen KOSTER,3400,631.5
543,Agnes NGETICH,3400,632.0
544,Joy CHEPTOYEK,3400,632.5
545,Marta GARCÍA,3500,631.5
546,Faith KIPYEGON,3500,623.5
547,Beatrice CHEBET,3500,623.9
548,Gudaf TSEGAY,3500,624.3
549,Sifan HASSAN,3500,624.7
550,Nadia BATTOCLETTI,3500,646.0
551,Margaret KIPKEMBOI,3500,646.5
552,Ejgayehu TAYE,3500,647.0
553,Medina EISA,3500,647.5
554,Karoline GROVDAL,3500,648.0
555,Rose DAVIES,3500,648.5
556,Shelby HOULIHAN,3500,649.0
557,Josette ANDREWS,3500,649.5
558,Maureen KOSTER,3500,650.0
559,Agnes NGETICH,3500,650.5
560,Joy CHEPTOYEK,3500,651.0
561,Marta GARCÍA,3600,650.0
562,Faith KIPYEGON,3600,642.0
563,Beatrice CHEBET,3600,642.4
564,Gudaf TSEGAY,3600,642.8
565,Sifan HASSAN,3600,643.2
566,Nadia BATTOCLETTI,3600,664.5
567,Margaret KIPKEMBOI,3600,665.0
568,Ejgayehu TAYE,3600,665.5
569,Medina EISA,3600,666.0
570,Karoline GROVDAL,3600,666.5
571,Rose DAVIES,3600,667.0
572,Shelby HOULIHAN,3600,667.5
573,Josette ANDREWS,3600,668.0
574,Maureen KOSTER,3600,668.5
575,Agnes NGETICH,3600,669.0
576,Joy CHEPTOYEK,3600,669.5
577,Marta GARCÍA,3700,658.5
578,Faith KIPYEGON,3700,662.0
579,Beatrice CHEBET,3700,663.5
580,Gudaf TSEGAY,3700,676.0
581,Sifan HASSAN,3700,678.5
582,Nadia BATTOCLETTI,3700,681.0
583,Margaret KIPKEMBOI,3700,683.5
584,Ejgayehu TAYE,3700,686.0
585,Medina EISA,3700,688.5
586,Karoline GROVDAL,3700,691.0
587,Rose DAVIES,3700,693.5
588,Shelby HOULIHAN,3700,696.0
589,Josette ANDREWS,3700,698.5
590,Maureen KOSTER,3700,701.0
591,Agnes NGETICH,3700,703.5
592,Joy CHEPTOYEK,3700,706.0
593,Marta GARCÍA,3800,675.0
594,Faith KIPYEGON,3800,678.5
595,Beatrice CHEBET,3800,680.0
596,Gudaf TSEGAY,3800,692.5
597,Sifan HASSAN,3800,695.0
598,Nadia BATTOCLETTI,3800,697.5
599,Margaret KIPKEMBOI,3800,700.0
600,Ejgayehu TAYE,3800,702.5
601,Medina EISA,3800,705.0
602,Karoline GROVDAL,3800,707.5
603,Rose DAVIES,3800,710.0
604,Shelby HOULIHAN,3800,712.5
605,Josette ANDREWS,3800,715.0
606,Maureen KOSTER,3800,717.5
607,Agnes NGETICH,3800,720.0
608,Joy CHEPTOYEK,3800,722.5
609,Marta GARCÍA,3900,691.5
610,Faith KIPYEGON,3900,695.0
611,Beatrice CHEBET,3900,696.5
612,Gudaf TSEGAY,3900,709.0
613,Sifan HASSAN,3900,711.5
614,Nadia BATTOCLETTI,3900,714.0
615,Margaret KIPKEMBOI,3900,716.5
616,Ejgayehu TAYE,3900,719.0
617,Medina EISA,3900,721.5
618,Karoline GROVDAL,3900,724.0
619,Rose DAVIES,3900,726.5
620,Shelby HOULIHAN,3900,729.0
621,Josette ANDREWS,3900,731.5
622,Maureen KOSTER,3900,734.0
623,Agnes NGETICH,3900,736.5
624,Joy CHEPTOYEK,3900,739.0
625,Marta GARCÍA,4000,708.0
626,Faith KIPYEGON,4000,711.5
627,Beatrice CHEBET,4000,713.0
628,Gudaf TSEGAY,4000,725.5
629,Sifan HASSAN,4000,728.0
630,Nadia BATTOCLETTI,4000,730.5
631,Margaret KIPKEMBOI,4000,733.0
632,Ejgayehu TAYE,4000,735.5
633,Medina EISA,4000,738.0
634,Karoline GROVDAL,4000,740.5
635,Rose DAVIES,4000,743.0
636,Shelby HOULIHAN,4000,745.5
637,Josette ANDREWS,4000,748.0
638,Maureen KOSTER,4000,750.5
639,Agnes NGETICH,4000,753.0
640,Joy CHEPTOYEK,4000,755.5
641,Marta GARCÍA,4100,724.5
642,Faith KIPYEGON,4100,728.0
643,Beatrice CHEBET,4100,729.5
644,Gudaf TSEGAY,4100,742.0
645,Sifan HASSAN,4100,744.5
646,Nadia BATTOCLETTI,4100,747.0
647,Margaret KIPKEMBOI,4100,749.5
648,Ejgayehu TAYE,4100,752.0
649,Medina EISA,4100,754.5
650,Karoline GROVDAL,4100,757.0
651,Rose DAVIES,4100,759.5
652,Shelby HOULIHAN,4100,762.0
653,Josette ANDREWS,4100,764.5
654,Maureen KOSTER,4100,767.0
655,Agnes NGETICH,4100,769.5
656,Marta GARCÍA,4200,741.0
657,Faith KIPYEGON,4200,744.5
658,Beatrice CHEBET,4200,746.0
659,Gudaf TSEGAY,4200,758.5
660,Sifan HASSAN,4200,761.0
661,Nadia BATTOCLETTI,4200,763.5
662,Margaret KIPKEMBOI,4200,766.0
663,Ejgayehu TAYE,4200,768.5
664,Medina EISA,4200,771.0
665,Karoline GROVDAL,4200,773.5
666,Rose DAVIES,4200,776.0
667,Shelby HOULIHAN,4200,778.5
668,Josette ANDREWS,4200,781.0
669,Maureen KOSTER,4200,783.5
670,Agnes NGETICH,4200,786.0
671,Marta GARCÍA,4300,757.5
672,Faith KIPYEGON,4300,761.0
673,Beatrice CHEBET,4300,762.5
674,Gudaf TSEGAY,4300,775.0
675,Sifan HASSAN,4300,777.5
676,Nadia BATTOCLETTI,4300,780.0
677,Margaret KIPKEMBOI,4300,782.5
678,Ejgayehu TAYE,4300,785.0
679,Medina EISA,4300,787.5
680,Karoline GROVDAL,4300,790.0
681,Rose DAVIES,4300,792.5
682,Shelby HOULIHAN,4300,795.0
683,Josette ANDREWS,4300,797.5
684,Maureen KOSTER,4300,800.0
685,Agnes NGETICH,4300,802.5
686,Marta GARCÍA,4400,774.0
687,Faith KIPYEGON,4400,777.5
688,Beatrice CHEBET,4400,779.0
689,Gudaf TSEGAY,4400,791.5
690,Sifan HASSAN,4400,794.0
691,Nadia BATTOCLETTI,4400,796.5
692,Margaret KIPKEMBOI,4400,799.0
693,Ejgayehu TAYE,4400,801.5
694,Medina EISA,4400,804.0
695,Karoline GROVDAL,4400,806.5
696,Rose DAVIES,4400,809.0
697,Shelby HOULIHAN,4400,811.5
698,Josette ANDREWS,4400,814.0
699,Maureen KOSTER,4400,816.5
700,Agnes NGETICH,4400,819.0
701,Marta GARCÍA,4500,790.5
702,Faith KIPYEGON,4500,794.0
703,Beatrice CHEBET,4500,795.5
704,Gudaf TSEGAY,4500,808.0
